136,79.5,127.6,15,9
248,70.9,139,15,10
345,64.3,152.4,15,11
393,60.2,167.5,15,12
432,59.3,183.6,15,13
417,61.7,199.4,15,14
338,66.9,213.8,15,15
221,74.5,226.3,15,16
77,83.6,237,15,17
1,89.2,242.6,15,18
8,87.1,119.3,16,8
102,79.4,127.4,16,9
121,70.8,138.9,16,10
110,64.2,152.2,16,11
91,60.1,167.4,16,12
90,59.1,183.5,16,13
80,61.5,199.4,16,14
74,66.7,213.8,16,15
77,74.3,226.4,16,16
35,83.5,237.1,16,17
0,89.1,242.8,16,18
6,87.1,119,17,8
66,79.3,127.2,17,9
326,70.7,138.7,17,10
400,64,152,17,11
531,59.9,167.2,17,12
549,58.9,183.5,17,13
505,61.3,199.4,17,14
405,66.5,213.9,17,15
259,74.1,226.4,17,16
88,83.3,237.2,17,17
1,89.1,243.1,17,18
4,87,118.8,18,8
42,79.2,127,18,9
106,70.6,138.5,18,10
126,63.8,151.9,18,11
86,59.7,167.1,18,12
181,58.7,183.4,18,13
363,61,199.4,18,14
390,66.3,213.9,18,15
253,73.9,226.5,18,16
91,83.1,237.3,18,17
1,89,243.3,18,18
12,87,118.5,19,8
138,79.1,126.8,19,9
156,70.4,138.3,19,10
363,63.7,151.7,19,11
400,59.5,167,19,12
309,58.5,183.3,19,13
245,60.8,199.4,19,14
296,66.1,213.9,19,15
176,73.7,226.6,19,16
69,82.9,237.4,19,17
1,88.9,243.4,19,18
4,86.9,118.3,20,8
46,79,126.6,20,9
213,70.3,138.1,20,10
188,63.5,151.5,20,11
278,59.3,166.8,20,12
428,58.3,183.2,20,13
424,60.6,199.4,20,14
337,65.9,214,20,15
267,73.5,226.6,20,16
90,82.7,237.5,20,17
2,88.8,243.6,20,18
13,86.9,118,21,8
146,78.9,126.4,21,9
293,70.1,137.9,21,10
421,63.3,151.4,21,11
428,59.1,166.7,21,12
509,58.1,183.2,21,13
488,60.4,199.4,21,14
383,65.6,214,21,15
267,73.3,226.7,21,16
99,82.5,237.6,21,17
2,88.7,243.8,21,18
3,86.8,117.8,22,8
28,78.7,126.2,22,9
287,70,137.7,22,10
440,63.1,151.2,22,11
505,58.9,166.6,22,12
537,57.8,183.1,22,13
439,60.1,199.4,22,14
416,65.4,214.1,22,15
270,73,226.8,22,16
89,82.3,237.7,22,17
2,88.6,244.1,22,18
7,86.8,117.5,23,8
72,78.6,126,23,9
212,69.8,137.5,23,10
289,63,151,23,11
444,58.7,166.5,23,12
409,57.6,183.1,23,13
346,59.9,199.4,23,14
158,65.2,214.2,23,15
141,72.8,226.9,23,16
39,82.1,237.9,23,17
1,88.5,244.3,23,18
17,86.7,117.3,24,8
175,78.5,125.8,24,9
345,69.7,137.3,24,10
458,62.8,150.9,24,11
552,58.4,166.4,24,12
576,57.3,183,24,13
534,59.6,199.4,24,14
434,64.9,214.2,24,15
288,72.6,227,24,16
113,81.9,238,24,17
4,88.4,244.5,24,18
3,86.6,117,25,8
29,78.3,125.6,25,9
57,69.5,137.2,25,10
79,62.6,150.7,25,11
90,58.2,166.2,25,12
94,57.1,183,25,13
87,59.4,199.4,25,14
80,64.7,214.3,25,15
70,72.4,227.1,25,16
74,81.6,238.1,25,17
3,88.3,244.7,25,18
4,86.6,116.7,26,8
38,78.2,125.4,26,9
57,69.3,137,26,10
123,62.3,150.5,26,11
91,58,166.1,26,12
101,56.8,182.9,26,13
91,59.1,199.4,26,14
77,64.4,214.4,26,15
52,72.1,227.3,26,16
25,81.4,238.3,26,17
1,88.3,245,26,18
10,86.5,116.5,27,8
91,78,125.2,27,9
59,69.1,136.8,27,10
80,62.1,150.4,27,11
92,57.7,166,27,12
95,56.6,182.9,27,13
88,58.9,199.5,27,14
73,64.2,214.5,27,15
49,71.9,227.4,27,16
40,81.2,238.4,27,17
2,88.2,245.3,27,18
19,86.4,116.2,28,8
180,77.8,124.9,28,9
359,68.9,136.6,28,10
492,61.9,150.2,28,11
573,57.5,165.9,28,12
593,56.3,182.8,28,13
552,58.6,199.5,28,14
452,63.9,214.6,28,15
306,71.7,227.5,28,16
128,81,238.6,28,17
6,88.1,245.5,28,18
17,86.3,115.9,29,8
157,77.7,124.7,29,9
362,68.7,136.4,29,10
495,61.7,150,29,11
508,57.2,165.8,29,12
560,56,182.8,29,13
557,58.3,199.5,29,14
457,63.7,214.7,29,15
310,71.4,227.7,29,16
132,80.8,238.7,29,17
6,88,245.8,29,18
22,86.3,115.6,30,8
194,77.5,124.5,30,9
366,68.5,136.2,30,10
380,61.4,149.9,30,11
581,57,165.7,30,12
603,55.8,182.8,30,13
226,58,199.6,30,14
449,63.4,214.8,30,15
314,71.2,227.8,30,16
136,80.6,238.9,30,17
7,87.8,246,30,18
23,86.2,115.3,31,8
197,77.3,124.3,31,9
369,68.3,135.9,31,10
504,61.2,149.7,31,11
586,56.7,165.6,31,12
608,55.5,182.7,31,13
566,57.8,199.6,31,14
467,63.2,214.9,31,15
319,70.9,228,31,16
139,80.3,239.1,31,17
8,87.7,246.3,31,18
19,86.1,115,32,8
159,77.1,124.1,32,9
274,68.1,135.7,32,10
379,61,149.5,32,11
462,56.4,165.4,32,12
509,55.2,182.7,32,13
513,57.5,199.7,32,14
439,62.9,215,32,15
297,70.7,228.1,32,16
144,80.1,239.3,32,17
9,87.6,246.6,32,18
20,86,114.7,33,8
160,76.9,123.8,33,9
318,67.9,135.5,33,10
455,60.7,149.4,33,11
513,56.2,165.3,33,12
518,54.9,182.7,33,13
502,57.2,199.8,33,14
418,62.6,215.1,33,15
307,70.4,228.3,33,16
141,79.9,239.5,33,17
9,87.5,246.9,33,18
24,85.9,114.4,34,8
194,76.7,123.6,34,9
340,67.7,135.3,34,10
447,60.5,149.2,34,11
512,55.9,165.2,34,12
531,54.6,182.7,34,13
496,56.9,199.8,34,14
432,62.3,215.3,34,15
304,70.2,228.5,34,16
143,79.7,239.7,34,17
9,87.5,247.2,34,18
25,85.8,114.1,35,8
191,76.5,123.4,35,9
345,67.4,135.1,35,10
492,60.2,149,35,11
540,55.6,165.1,35,12
525,54.3,182.6,35,13
537,56.6,199.9,35,14
414,62.1,215.4,35,15
315,69.9,228.6,35,16
145,79.4,239.9,35,17
1,87.4,247.5,35,18
24,85.7,113.8,36,8
184,76.3,123.2,36,9
313,67.2,134.9,36,10
431,59.9,148.9,36,11
511,55.3,165,36,12
544,54,182.6,36,13
521,56.3,200,36,14
445,61.8,215.6,36,15
304,69.7,228.8,36,16
152,79.2,240.1,36,17
2,87.2,247.8,36,18
22,85.6,113.4,37,8
165,76.1,122.9,37,9
313,67,134.7,37,10
481,59.7,148.7,37,11
553,55,164.9,37,12
563,53.7,182.6,37,13
516,56,200.1,37,14
446,61.5,215.7,37,15
303,69.4,229,37,16
150,79,240.3,37,17
12,87.1,248.1,37,18
27,85.5,113.1,38,8
190,75.9,122.7,38,9
293,66.7,134.5,38,10
175,59.4,148.5,38,11
142,54.7,164.8,38,12
452,53.4,182.6,38,13
167,55.7,200.2,38,14
131,61.2,215.9,38,15
92,69.2,229.2,38,16
53,78.8,240.5,38,17
2,87,248.4,38,18
5,85.4,112.8,39,8
89,75.7,122.5,39,9
194,66.5,134.3,39,10
375,59.1,148.4,39,11
361,54.4,164.7,39,12
180,53.1,182.6,39,13
246,55.4,200.3,39,14
108,61,216,39,15
71,68.9,229.4,39,16
50,78.5,240.7,39,17
3,86.9,248.7,39,18
12,85.3,112.5,40,8
163,75.5,122.2,40,9
398,66.2,134.1,40,10
541,58.8,148.2,40,11
275,54.1,164.7,40,12
116,52.8,182.6,40,13
101,55.1,200.4,40,14
83,60.7,216.2,40,15
74,68.7,229.6,40,16
29,78.3,240.9,40,17
3,86.8,249.1,40,18
18,85.2,112.2,41,8
124,75.2,122,41,9
180,65.9,133.9,41,10
236,58.5,148,41,11
327,53.8,164.6,41,12
366,52.4,182.7,41,13
603,54.8,200.5,41,14
413,60.4,216.4,41,15
325,68.4,229.8,41,16
150,78.1,241.2,41,17
4,86.7,249.4,41,18
23,85.1,111.8,42,8
41,75,121.8,42,9
72,65.7,133.7,42,10
141,58.2,147.9,42,11
112,53.4,164.5,42,12
110,52.1,182.7,42,13
102,54.5,200.6,42,14
121,60.1,216.6,42,15
137,68.2,230.1,42,16
48,77.8,241.4,42,17
7,86.6,249.8,42,18
27,85,111.4,43,8
239,74.7,121.5,43,9
419,65.4,133.5,43,10
556,57.9,147.7,43,11
575,53.1,164.4,43,12
657,51.8,182.7,43,13
589,54.2,200.7,43,14
513,59.8,216.7,43,15
253,67.9,230.3,43,16
185,77.6,241.7,43,17
13,86.5,250.1,43,18
17,84.9,111.1,44,8
62,74.5,121.3,44,9
165,65.1,133.2,44,10
530,57.6,147.5,44,11
596,52.8,164.3,44,12
639,51.4,182.7,44,13
585,53.8,200.8,44,14
437,59.5,216.9,44,15
341,67.6,230.5,44,16
137,77.4,241.9,44,17
7,86.4,250.5,44,18
0,89.9,106,45,7
13,84.7,110.8,45,8
70,74.2,121.1,45,9
90,64.9,133,45,10
111,57.3,147.4,45,11
119,52.5,164.2,45,12
175,51.1,182.7,45,13
396,53.5,201,45,14
475,59.2,217.1,45,15
354,67.4,230.8,45,16
184,77.2,242.2,45,17
16,86.3,250.8,45,18
0,89.8,105.7,46,7
48,84.5,110.5,46,8
227,74,120.8,46,9
408,64.6,132.8,46,10
524,57,147.2,46,11
575,52.1,164.1,46,12
605,50.8,182.8,46,13
581,53.2,201.1,46,14
496,58.9,217.4,46,15
366,67.1,231,46,16
198,76.9,242.4,46,17
19,86.2,251.2,46,18
0,89.7,105.3,47,7
38,84.3,110.3,47,8
189,73.7,120.6,47,9
364,64.3,132.6,47,10
524,56.7,147,47,11
575,51.8,164.1,47,12
578,50.4,182.8,47,13
587,52.9,201.2,47,14
467,58.6,217.6,47,15
354,66.9,231.2,47,16
203,76.7,242.7,47,17
22,86,251.5,47,18
0,89.7,104.9,48,7
11,84,110,48,8
49,73.5,120.3,48,9
77,64,132.4,48,10
107,56.3,146.9,48,11
117,51.4,164,48,12
125,50.1,182.9,48,13
107,52.5,201.4,48,14
97,58.3,217.8,48,15
64,66.6,231.5,48,16
35,76.5,243,48,17
12,85.9,251.9,48,18
0,89.6,104.6,49,7
13,83.8,109.8,49,8
46,73.2,120.1,49,9
78,63.7,132.2,49,10
110,56,146.7,49,11
118,51.1,163.9,49,12
116,49.7,182.9,49,13
208,52.2,201.5,49,14
124,58,218,49,15
143,66.3,231.8,49,16
61,76.2,243.2,49,17
18,85.8,252.2,49,18
0,89.5,104.2,50,7
67,83.5,109.5,50,8
273,72.9,119.9,50,9
441,63.4,132,50,10
595,55.7,146.5,50,11
682,50.7,163.8,50,12
705,49.4,182.9,50,13
663,51.9,201.7,50,14
552,57.7,218.2,50,15
406,66.1,232,50,16
218,76,243.5,50,17
31,85.7,252.6,50,18
0,89.3,103.9,51,7
58,83.3,109.3,51,8
220,72.7,119.6,51,9
385,63.1,131.7,51,10
501,55.4,146.4,51,11
442,50.4,163.8,51,12
478,49,183,51,13
530,51.5,201.9,51,14
413,57.4,218.5,51,15
360,65.8,232.3,51,16
174,75.8,243.8,51,17
25,85.6,253,51,18
0,89.3,103.5,52,7
33,83,109,52,8
163,72.4,119.4,52,9
383,62.8,131.5,52,10
502,55,146.2,52,11
441,50,163.7,52,12
710,48.6,183.1,52,13
649,51.2,202,52,14
570,57.1,218.7,52,15
415,65.5,232.6,52,16
178,75.5,244.1,52,17
37,85.5,253.4,52,18
1,89.1,103.1,53,7
94,82.8,108.8,53,8
291,72.1,119.1,53,9
472,62.5,131.3,53,10
612,54.7,146,53,11
699,49.7,163.6,53,12
721,48.3,183.1,53,13
678,50.9,202.2,53,14
575,56.8,219,53,15
383,65.3,232.9,53,16
231,75.3,244.4,53,17
38,85.4,253.8,53,18
1,89,102.8,54,7
70,82.5,108.5,54,8
267,71.8,118.9,54,9
445,62.2,131.1,54,10
590,54.3,145.9,54,11
647,49.3,163.6,54,12
667,47.9,183.2,54,13
628,50.5,202.4,54,14
519,56.5,219.2,54,15
392,65,233.1,54,16
233,75.1,244.7,54,17
41,85.3,254.2,54,18
1,88.9,102.4,55,7
80,82.3,108.2,55,8
160,71.5,118.6,55,9
225,61.8,130.9,55,10
169,54,145.7,55,11
256,48.9,163.5,55,12
122,47.5,183.3,55,13
140,50.2,202.6,55,14
154,56.2,219.5,55,15
154,64.8,233.4,55,16
110,74.8,245,55,17
21,85.2,254.6,55,18
1,88.8,102,56,7
61,82,108,56,8
286,71.2,118.4,56,9
435,61.5,130.7,56,10
581,53.6,145.6,56,11
621,48.6,163.5,56,12
706,47.2,183.3,56,13
648,49.8,202.8,56,14
577,55.9,219.8,56,15
418,64.5,233.7,56,16
202,74.6,245.3,56,17
46,85.1,255,56,18
1,88.6,101.7,57,7
43,81.7,107.7,57,8
80,70.9,118.2,57,9
119,61.2,130.4,57,10
152,53.3,145.4,57,11
144,48.2,163.4,57,12
127,46.8,183.4,57,13
116,49.5,203,57,14
97,55.6,220,57,15
76,64.2,234,57,16
53,74.4,245.6,57,17
29,85,255.4,57,18
1,88.5,101.3,58,7
40,81.4,107.5,58,8
63,70.6,117.9,58,9
91,60.9,130.2,58,10
118,52.9,145.2,58,11
127,47.8,163.3,58,12
142,46.4,183.5,58,13
141,49.1,203.2,58,14
137,55.3,220.3,58,15
150,64,234.3,58,16
111,74.2,245.9,58,17
26,84.9,255.8,58,18
1,88.4,100.9,59,7
39,81.2,107.2,59,8
56,70.3,117.7,59,9
88,60.5,130,59,10
119,52.6,145.1,59,11
128,47.4,163.3,59,12
164,46.1,183.6,59,13
265,48.8,203.4,59,14
179,55,220.6,59,15
108,63.7,234.7,59,16
50,73.9,246.3,59,17
14,84.8,256.2,59,18
4,88.3,100.5,60,7
120,80.9,106.9,60,8
329,70,117.4,60,9
305,60.2,129.8,60,10
499,52.2,144.9,60,11
738,47,163.2,60,12
759,45.7,183.7,60,13
709,48.5,203.6,60,14
604,54.7,220.9,60,15
447,63.5,235,60,16
256,73.7,246.6,60,17
59,84.7,256.6,60,18
4,88.1,100.2,61,7
125,80.6,106.7,61,8
327,69.7,117.2,61,9
508,59.9,129.5,61,10
649,51.9,144.7,61,11
734,46.7,163.2,61,12
755,45.3,183.8,61,13
711,48.1,203.9,61,14
605,54.4,221.2,61,15
449,63.2,235.3,61,16
257,73.5,246.9,61,17
62,84.5,257,61,18
0,90,261.7,61,19
5,88,99.8,62,7
131,80.3,106.4,62,8
332,69.4,116.9,62,9
514,59.6,129.3,62,10
325,51.5,144.6,62,11
121,46.3,163.1,62,12
328,44.9,183.9,62,13
716,47.8,204.1,62,14
610,54.1,221.5,62,15
453,63,235.6,62,16
261,73.3,247.2,62,17
65,84.3,257.3,62,18
0,89.9,262.1,62,19
6,87.9,99.4,63,7
135,80,106.2,63,8
338,69.1,116.7,63,9
520,59.2,129.1,63,10
660,51.1,144.4,63,11
745,45.9,163.1,63,12
766,44.6,184,63,13
722,47.4,204.3,63,14
615,53.8,221.8,63,15
458,62.7,235.9,63,16
265,73,247.6,63,17
68,84.1,257.6,63,18
0,89.8,262.5,63,19
3,87.7,99.1,64,7
65,79.7,105.9,64,8
119,68.8,116.4,64,9
438,58.9,128.9,64,10
613,50.8,144.3,64,11
653,45.5,163,64,12
444,44.2,184.1,64,13
568,47.1,204.6,64,14
553,53.5,222.1,64,15
437,62.4,236.3,64,16
260,72.8,247.9,64,17
57,83.9,258,64,18
0,89.7,262.9,64,19
6,87.6,98.6,65,7
112,79.4,105.6,65,8
301,68.5,116.2,65,9
477,58.5,128.7,65,10
623,50.4,144.1,65,11
639,45.1,163,65,12
695,43.8,184.2,65,13
676,46.7,204.8,65,14
582,53.2,222.4,65,15
347,62.2,236.6,65,16
106,72.6,248.2,65,17
49,83.8,258.3,65,18
0,89.7,263.4,65,19
4,87.4,98.3,66,7
75,79.1,105.4,66,8
122,68.2,115.9,66,9
246,58.2,128.4,66,10
329,50,143.9,66,11
305,44.7,162.9,66,12
471,43.4,184.3,66,13
224,46.4,205.1,66,14
106,53,222.7,66,15
143,61.9,237,66,16
49,72.4,248.6,66,17
29,83.6,258.6,66,18
0,89.6,263.8,66,19
8,87.4,97.9,67,7
126,78.8,105.1,67,8
66,67.8,115.7,67,9
479,57.8,128.2,67,10
616,49.6,143.8,67,11
661,44.3,162.9,67,12
715,43,184.5,67,13
734,46,205.3,67,14
598,52.7,223.1,67,15
463,61.7,237.3,67,16
274,72.2,248.9,67,17
77,83.4,259,67,18
0,89.5,264.2,67,19
10,87.2,97.5,68,7
148,78.6,104.9,68,8
222,67.5,115.4,68,9
467,57.5,128,68,10
644,49.3,143.6,68,11
510,43.9,162.9,68,12
625,42.6,184.6,68,13
333,45.7,205.6,68,14
103,52.4,223.4,68,15
87,61.4,237.7,68,16
51,71.9,249.3,68,17
19,83.2,259.3,68,18
0,89.4,264.6,68,19
1,87.1,97.1,69,7
131,78.3,104.6,69,8
339,67.2,115.2,69,9
180,57.2,127.7,69,10
119,48.9,143.4,69,11
500,43.5,162.8,69,12
242,42.2,184.7,69,13
201,45.4,205.9,69,14
154,52.1,223.7,69,15
79,61.2,238,69,16
62,71.7,249.6,69,17
19,83,259.7,69,18
0,89.3,265.1,69,19
3,86.9,96.8,70,7
170,77.9,104.3,70,8
219,66.9,114.9,70,9
440,56.8,127.5,70,10
482,48.5,143.3,70,11
421,43.2,162.8,70,12
512,41.9,184.9,70,13
367,45,206.2,70,14
275,51.8,224.1,70,15
468,60.9,238.4,70,16
289,71.5,250,70,17
87,82.8,260,70,18
1,89.2,265.5,70,19
3,86.8,96.3,71,7
107,77.6,104.1,71,8
322,66.6,114.6,71,9
352,56.5,127.3,71,10
229,48.1,143.1,71,11
245,42.8,162.7,71,12
284,41.5,185,71,13
364,44.7,206.4,71,14
258,51.5,224.4,71,15
422,60.7,238.7,71,16
283,71.3,250.3,71,17
84,82.6,260.4,71,18
1,89.2,265.9,71,19
7,86.6,96,72,7
168,77.3,103.8,72,8
215,66.2,114.4,72,9
375,56.1,127,72,10
639,47.8,142.9,72,11
680,42.4,162.7,72,12
728,41.1,185.1,72,13
751,44.3,206.7,72,14
544,51.2,224.8,72,15
144,60.4,239.1,72,16
181,71.1,250.7,72,17
32,82.4,260.7,72,18
0,89.1,266.3,72,19
8,86.5,95.6,73,7
158,77,103.5,73,8
353,65.9,114.1,73,9
517,55.8,126.8,73,10
622,47.4,142.7,73,11
604,42,162.7,73,12
344,40.7,185.3,73,13
733,44,207,73,14
598,50.9,225.1,73,15
433,60.2,239.5,73,16
199,70.9,251.1,73,17
45,82.2,261.1,73,18
1,89,266.8,73,19
8,86.3,95.2,74,7
80,76.7,103.3,74,8
136,65.6,113.9,74,9
204,55.4,126.6,74,10
408,47,142.6,74,11
662,41.6,162.6,74,12
607,40.3,185.4,74,13
487,43.6,207.3,74,14
427,50.6,225.5,74,15
206,60,239.8,74,16
231,70.7,251.4,74,17
54,82,261.4,74,18
1,88.9,267.2,74,19
16,86.2,94.8,75,7
164,76.4,103,75,8
369,65.3,113.6,75,9
545,55.1,126.3,75,10
706,46.6,142.4,75,11
731,41.2,162.6,75,12
672,39.9,185.6,75,13
760,43.3,207.6,75,14
645,50.3,225.9,75,15
496,59.7,240.2,75,16
301,70.5,251.8,75,17
99,81.8,261.8,75,18
2,88.8,267.6,75,19
18,86,94.5,76,7
170,76.1,102.7,76,8
385,64.9,113.4,76,9
583,54.7,126.1,76,10
684,46.2,142.2,76,11
789,40.8,162.6,76,12
802,39.5,185.8,76,13
746,42.9,207.9,76,14
646,50,226.2,76,15
493,59.5,240.6,76,16
316,70.2,252.1,76,17
107,81.6,262.2,76,18
2,88.7,268.1,76,19
19,85.9,94,77,7
169,75.8,102.5,77,8
355,64.6,113.1,77,9
546,54.4,125.9,77,10
719,45.9,142.1,77,11
743,40.4,162.5,77,12
632,39.2,185.9,77,13
631,42.6,208.2,77,14
663,49.8,226.6,77,15
511,59.2,240.9,77,16
320,70,252.5,77,17
87,81.5,262.5,77,18
2,88.6,268.4,77,19
24,85.7,93.7,78,7
207,75.5,102.2,78,8
412,64.3,112.8,78,9
565,54,125.6,78,10
682,45.5,141.9,78,11
812,40,162.5,78,12
777,38.8,186.1,78,13
701,42.3,208.6,78,14
668,49.5,227,78,15
471,59,241.3,78,16
323,69.8,252.9,78,17
112,81.3,262.9,78,18
3,88.5,268.9,78,19
26,85.6,93.3,79,7
211,75.2,101.9,79,8
415,64,112.6,79,9
587,53.7,125.4,79,10
725,45.1,141.7,79,11
768,39.6,162.5,79,12
839,38.4,186.2,79,13
796,41.9,208.9,79,14
663,49.2,227.4,79,15
512,58.8,241.7,79,16
300,69.6,253.3,79,17
88,81.1,263.2,79,18
2,88.4,269.3,79,19
7,85.4,92.9,80,7
52,74.9,101.7,80,8
118,63.6,112.3,80,9
181,53.3,125.1,80,10
218,44.7,141.5,80,11
236,39.2,162.4,80,12
714,38,186.4,80,13
336,41.6,209.2,80,14
394,48.9,227.7,80,15
186,58.5,242.1,80,16
314,69.4,253.6,80,17
57,80.9,263.6,80,18
2,88.3,269.7,80,19
8,85.3,92.5,81,7
62,74.6,101.4,81,8
72,63.3,112,81,9
246,53,124.9,81,10
350,44.3,141.3,81,11
137,38.8,162.4,81,12
137,37.6,186.6,81,13
689,41.3,209.5,81,14
677,48.6,228.1,81,15
518,58.3,242.5,81,16
273,69.2,254,81,17
108,80.7,263.9,81,18
3,88.3,270.2,81,19
27,85.1,92.2,82,7
90,74.3,101.1,82,8
73,63,111.8,82,9
103,52.6,124.6,82,10
726,44,141.2,82,11
593,38.4,162.4,82,12
807,37.2,186.8,82,13
811,40.9,209.9,82,14
681,48.4,228.5,82,15
526,58.1,242.9,82,16
114,69,254.4,82,17
20,80.5,264.3,82,18
1,88.2,270.6,82,19
13,85,91.8,83,7
137,74,100.9,83,8
397,62.7,111.5,83,9
221,52.3,124.4,83,10
405,43.6,141,83,11
176,38,162.3,83,12
139,36.8,187,83,13
130,40.6,210.2,83,14
113,48.1,228.9,83,15
88,57.9,243.3,83,16
290,68.8,254.7,83,17
127,80.3,264.7,83,18
5,88.1,271,83,19
34,84.9,91.3,84,7
227,73.7,100.6,84,8
330,62.3,111.3,84,9
498,51.9,124.1,84,10
678,43.2,140.8,84,11
773,37.6,162.3,84,12
836,36.5,187.2,84,13
809,40.3,210.6,84,14
617,47.8,229.3,84,15
507,57.6,243.6,84,16
203,68.6,255.1,84,17
76,80.2,265,84,18
3,88,271.5,84,19
33,84.7,91,85,7
229,73.3,100.3,85,8
452,62,111,85,9
602,51.6,123.9,85,10
676,42.8,140.6,85,11
716,37.2,162.3,85,12
511,36.1,187.3,85,13
626,39.9,210.9,85,14
539,47.6,229.7,85,15
352,57.4,244,85,16
178,68.4,255.5,85,17
71,80,265.4,85,18
3,87.9,271.9,85,19
9,84.6,90.6,86,7
99,73,100.1,86,8
165,61.7,110.7,86,9
277,51.2,123.6,86,10
407,42.5,140.4,86,11
368,36.8,162.2,86,12
659,35.7,187.5,86,13
693,39.6,211.3,86,14
662,47.3,230.1,86,15
507,57.2,244.4,86,16
181,68.2,255.9,86,17
82,79.8,265.7,86,18
4,87.9,272.3,86,19
0,89.9,85.7,87,6
11,84.3,90.3,87,7
60,72.7,99.8,87,8
78,61.4,110.4,87,9
107,50.9,123.4,87,10
136,42.1,140.2,87,11
142,36.4,162.2,87,12
142,35.3,187.7,87,13
133,39.3,211.6,87,14
116,47,230.5,87,15
138,57,244.8,87,16
65,68,256.2,87,17
60,79.6,266.1,87,18
3,87.8,272.8,87,19
0,89.8,85.2,88,6
33,84.1,90,88,7
102,72.4,99.5,88,8
190,61.1,110.2,88,9
540,50.5,123.1,88,10
797,41.7,140,88,11
876,36,162.2,88,12
888,35,187.9,88,13
836,39,212,88,14
722,46.8,230.9,88,15
557,56.7,245.2,88,16
351,67.8,256.6,88,17
137,79.4,266.5,88,18
7,87.7,273.2,88,19
0,89.7,84.9,89,6
54,83.8,89.8,89,7
